Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Aqua Creeper
minecraft:spawn_egg:302, Spawn Jungle Spider
minecraft:spawn_egg:303, Spawn Rosester
minecraft:spawn_egg:304, Spawn Glob
minecraft:spawn_egg:305, Spawn Phantom
minecraft:spawn_egg:306, Spawn Wasp
minecraft:spawn_egg:307, Spawn Bird
minecraft:spawn_egg:308, Spawn Pixie
minecraft:spawn_egg:3, Spawn Camou Creeper
minecraft:spawn_egg:309, Spawn Failuresaurus
minecraft:spawn_egg:310, Spawn Bones
minecraft:spawn_egg:311, Spawn Anubite
minecraft:spawn_egg:312, Spawn Tar Slime
minecraft:spawn_egg:313, Spawn Anu
minecraft:spawn_egg:314, Spawn Sentry Pigman
minecraft:spawn_egg:315, Spawn Nautilus
minecraft:spawn_egg:316, Spawn Coelacanth
minecraft:spawn_egg:317, Spawn Alligator Gar
minecraft:spawn_egg:318, Spawn Sturgeon
minecraft:spawn_egg:319, Spawn Triceratops
minecraft:spawn_egg:320, Spawn Velociraptor
minecraft:spawn_egg:321, Spawn Tyrannosaurus
minecraft:spawn_egg:322, Spawn Pteranodon
minecraft:spawn_egg:323, Spawn Plesiosaurus
minecraft:spawn_egg:324, Spawn Mosasaurus
minecraft:spawn_egg:325, Spawn Stegosaurus
minecraft:spawn_egg:326, Spawn Dilophosaurus
minecraft:spawn_egg:327, Spawn Brachiosaurus
minecraft:spawn_egg:328, Spawn Spinosaurus
minecraft:spawn_egg:329, Spawn Compsognathus
minecraft:spawn_egg:330, Spawn Ankylosaurus
minecraft:spawn_egg:331, Spawn Pachycephalosaurus
minecraft:spawn_egg:332, Spawn Deinonychus
minecraft:spawn_egg:333, Spawn Gallimimus
minecraft:spawn_egg:334, Spawn Liopleurodon
minecraft:spawn_egg:335, Spawn Allosaurus
minecraft:spawn_egg:336, Spawn Sarcosuchus
minecraft:spawn_egg:337, Spawn Ceratosaurus
minecraft:spawn_egg:338, Spawn Dryosaurus
minecraft:spawn_egg:339, Spawn Therizinosaurus
minecraft:spawn_egg:340, Spawn Ichthyosaurus
minecraft:spawn_egg:341, Spawn Henodus
minecraft:spawn_egg:342, Spawn Parasaurolophus
minecraft:spawn_egg:343, Spawn Confuciusornis
minecraft:spawn_egg:344, Spawn Dodo
minecraft:spawn_egg:345, Spawn Gastornis
minecraft:spawn_egg:346, Spawn Kelenken
minecraft:spawn_egg:347, Spawn Phorusrhacos
minecraft:spawn_egg:348, Spawn Titanis
minecraft:spawn_egg:349, Spawn Mammoth
minecraft:spawn_egg:350, Spawn Smilodon
minecraft:spawn_egg:351, Spawn Quagga
minecraft:spawn_egg:352, Spawn Elasmotherium
minecraft:spawn_egg:353, Spawn Laser Creeper
minecraft:spawn_egg:354, Spawn T-R3X 1000
minecraft:spawn_egg:355, Spawn ARTHR0-BORG JETLINER 2000
minecraft:spawn_egg:4, Spawn Nuclear Monster
minecraft:spawn_egg:5, Spawn Paul
minecraft:spawn_egg:6, Spawn Brian
minecraft:spawn_egg:27, Spawn Ore Sheep
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
securitycraft:reinforcedStoneBrick:0, Reinforced Stone Bricks
securitycraft:reinforcedStoneBrick:1, Reinforced Mossy Stone Bricks
securitycraft:reinforcedStoneBrick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforcedStoneBrick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforcedStairsStoneBrick, Reinforced Stone Brick Stairs
securitycraft:reinforcedStairsQuartz, Reinforced Quartz Stairs
securitycraft:reinforcedMossyCobblestone, Reinforced Moss Stone
securitycraft:reinforcedBrick, Reinforced Bricks
securitycraft:reinforcedStairsBrick, Reinforced Brick Stairs
securitycraft:reinforcedNetherBrick, Reinforced Nether Brick
securitycraft:reinforcedStairsNetherBrick, Reinforced Nether Brick Stairs
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
securitycraft:reinforcedHardenedClay, Reinforced Hardened Clay
securitycraft:reinforcedStainedHardenedClay:0, Reinforced White Stained Clay
securitycraft:reinforcedStainedHardenedClay:1, Reinforced Orange Stained Clay
securitycraft:reinforcedStainedHardenedClay:2, Reinforced Magenta Stained Clay
securitycraft:reinforcedStainedHardenedClay:3, Reinforced Light Blue Stained Clay
securitycraft:reinforcedStainedHardenedClay:4, Reinforced Yellow Stained Clay
securitycraft:reinforcedStainedHardenedClay:5, Reinforced Lime Stained Clay
securitycraft:reinforcedStainedHardenedClay:6, Reinforced Pink Stained Clay
securitycraft:reinforcedStainedHardenedClay:7, Reinforced Gray Stained Clay
securitycraft:reinforcedStainedHardenedClay:8, Reinforced Light Gray Stained Clay
securitycraft:reinforcedStainedHardenedClay:9, Reinforced Cyan Stained Clay
securitycraft:reinforcedStainedHardenedClay:10, Reinforced Purple Stained Clay
securitycraft:reinforcedStainedHardenedClay:11, Reinforced Blue Stained Clay
securitycraft:reinforcedStainedHardenedClay:12, Reinforced Brown Stained Clay
securitycraft:reinforcedStainedHardenedClay:13, Reinforced Green Stained Clay
securitycraft:reinforcedStainedHardenedClay:14, Reinforced Red Stained Clay
securitycraft:reinforcedStainedHardenedClay:15, Reinforced Black Stained Clay
securitycraft:reinforcedLogs:0, Reinforced Oak Wood
securitycraft:reinforcedLogs:1, Reinforced Spruce Wood
securitycraft:reinforcedLogs:2, Reinforced Birch Wood
securitycraft:reinforcedLogs:3, Reinforced Jungle Wood
securitycraft:reinforcedLogs2:0, Reinforced Acacia Wood
securitycraft:reinforcedLogs2:1, Reinforced Dark Oak Wood
securitycraft:reinforcedMetals:0, Reinforced Block of Gold
securitycraft:reinforcedMetals:1, Reinforced Block of Iron
securitycraft:reinforcedMetals:2, Reinforced Block of Diamond
securitycraft:reinforcedMetals:3, Reinforced Block of Emerald
securitycraft:reinforcedCompressedBlocks:0, Reinforced Lapis Lazuli Block
securitycraft:reinforcedCompressedBlocks:1, Reinforced Block of Coal
securitycraft:reinforcedWool:0, Reinforced Wool
securitycraft:reinforcedWool:1, Reinforced Orange Wool
securitycraft:reinforcedWool:2, Reinforced Magenta Wool
securitycraft:reinforcedWool:3, Reinforced Light Blue Wool
securitycraft:reinforcedWool:4, Reinforced Yellow Wool
securitycraft:reinforcedWool:5, Reinforced Lime Wool
securitycraft:reinforcedWool:6, Reinforced Pink Wool
securitycraft:reinforcedWool:7, Reinforced Gray Wool
securitycraft:reinforcedWool:8, Reinforced Light Gray Wool
securitycraft:reinforcedWool:9, Reinforced Cyan Wool
securitycraft:reinforcedWool:10, Reinforced Purple Wool
securitycraft:reinforcedWool:11, Reinforced Blue Wool
securitycraft:reinforcedWool:12, Reinforced Brown Wool
securitycraft:reinforcedWool:13, Reinforced Green Wool
securitycraft:reinforcedWool:14, Reinforced Red Wool
securitycraft:reinforcedWool:15, Reinforced Black Wool
securitycraft:reinforcedQuartz:0, Reinforced Block of Quartz
securitycraft:reinforcedQuartz:1, Reinforced Chiseled Quartz Block
securitycraft:reinforcedQuartz:2, Reinforced Pillar Quartz Block
securitycraft:secretSignWall, tile.securitycraft:secretSign.name
securitycraft:secretSignStanding, tile.securitycraft:secretSign.name
securitycraft:motionActivatedLightOff, Motion-Activated Light
securitycraft:motionActivatedLightOn, Motion-Activated Light
securitycraft:reinforcedObsidian, Reinforced Obsidian
securitycraft:reinforcedNetherrack, Reinforced Netherrack
securitycraft:reinforcedEndStone, Reinforced End Stone
securitycraft:reinforcedCarpet:0, Reinforced Carpet
securitycraft:reinforcedCarpet:1, Reinforced Orange Carpet
securitycraft:reinforcedCarpet:2, Reinforced Magenta Carpet
securitycraft:reinforcedCarpet:3, Reinforced Light Blue Carpet
securitycraft:reinforcedCarpet:4, Reinforced Yellow Carpet
securitycraft:reinforcedCarpet:5, Reinforced Lime Carpet
securitycraft:reinforcedCarpet:6, Reinforced Pink Carpet
securitycraft:reinforcedCarpet:7, Reinforced Gray Carpet
securitycraft:reinforcedCarpet:8, Reinforced Light Gray Carpet
securitycraft:reinforcedCarpet:9, Reinforced Cyan Carpet
securitycraft:reinforcedCarpet:10, Reinforced Purple Carpet
securitycraft:reinforcedCarpet:11, Reinforced Blue Carpet
securitycraft:reinforcedCarpet:12, Reinforced Brown Carpet
securitycraft:reinforcedCarpet:13, Reinforced Green Carpet
securitycraft:reinforcedCarpet:14, Reinforced Red Carpet
securitycraft:reinforcedCarpet:15, Reinforced Black Carpet
securitycraft:reinforcedGlowstone, Reinforced Glowstone
securitycraft:gravelMine, Gravel Mine
securitycraft:reinforcedSand, Reinforced Sand
securitycraft:reinforcedGravel, Reinforced Gravel
securitycraft:trophySystem, Trophy System
securitycraft:crystalQuartz:0, Block of Crystal Quartz
securitycraft:crystalQuartz:1, Chiseled Crystal Quartz Block
securitycraft:crystalQuartz:2, Pillar Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:0, Reinforced Block of Crystal Quartz
securitycraft:reinforcedCrystalQuartz:1, Reinforced Chiseled Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:2, Reinforced Pillar Crystal Quartz Block
securitycraft:crystalQuartzSlab:0, Crystal Quartz Slab
securitycraft:doubleCrystalQuartzSlab, tile.securitycraft:doubleCrystalQuartzSlab.name
securitycraft:reinforcedCrystalQuartzSlab:0, Reinforced Crystal Quartz Slab
securitycraft:reinforcedDoubleCrystalQuartzSlab, tile.securitycraft:reinforcedDoubleCrystalQuartzSlab.name
securitycraft:stairsCrystalQuartz, Crystal Quartz Stairs
securitycraft:reinforcedStairsCrystalQuartz, Reinforced Crystal Quartz Stairs
securitycraft:blockPocketWall, Block Pocket Wall
securitycraft:blockPocketManager, Block Pocket Manager
securitycraft:reinforced_stone_pressure_plate, Reinforced Stone Pressure Plate
BuildCraft|Core:eternalSpring:0, Water Spring
BuildCraft|Core:eternalSpring:1, Oil Spring
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, Redstone Engine
BuildCraft|Core:engineBlock:1, Stirling Engine
BuildCraft|Core:engineBlock:2, Combustion Engine
BuildCraft|Core:engineBlock:3, Creative Engine
BuildCraft|Core:markerBlock, Land Mark
BuildCraft|Core:pathMarkerBlock, Path Mark
BuildCraft|Energy:blockOil, Oil
BuildCraft|Energy:blockFuel, Fuel
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
ActuallyAdditions:blockFireworkBox, Firework Box
ActuallyAdditions:blockMiner, Vertical Digger
ActuallyAdditions:blockBookStand, Manual Stand
ActuallyAdditions:blockAtomicReconstructor, Atomic Reconstructor
ActuallyAdditions:blockCrystal:0, Restonia Crystal Block
ActuallyAdditions:blockCrystal:1, Palis Crystal Block
ActuallyAdditions:blockCrystal:2, Diamatine Crystal Block
ActuallyAdditions:blockCrystal:3, Void Crystal Block
ActuallyAdditions:blockCrystal:4, Emeradic Crystal Block
ActuallyAdditions:blockCrystal:5, Enori Crystal Block
ActuallyAdditions:blockBlackLotus, Black Lotus
ActuallyAdditions:blockLaserRelay, Laser Relay
ActuallyAdditions:blockRangedCollector, Ranged Collector
ActuallyAdditions:blockDirectionalBreaker, Long-Range Breaker
ActuallyAdditions:blockLeafGenerator, Leaf-Eating Generator
ActuallyAdditions:blockSmileyCloud, Smiley Cloud
ActuallyAdditions:blockXPSolidifier, Experience Solidifier
ActuallyAdditions:blockTestifiBucksGreenWall, Ethetic Green Block
ActuallyAdditions:blockTestifiBucksWhiteWall, Ethetic Quartz
ActuallyAdditions:blockTestifiBucksGreenStairs, Ethetic Green Stairs
ActuallyAdditions:blockTestifiBucksWhiteStairs, Ethetic Quartz Stairs
ActuallyAdditions:blockTestifiBucksGreenSlab, Ethetic Green Slab
ActuallyAdditions:blockTestifiBucksWhiteSlab, Ethetic Quartz Slab
ActuallyAdditions:blockTestifiBucksGreenFence, Ethetic Green Wall
ActuallyAdditions:blockTestifiBucksWhiteFence, Ethetic Quartz Wall
ActuallyAdditions:blockColoredLamp:0, White Lamp
ActuallyAdditions:blockColoredLamp:1, Orange Lamp
ActuallyAdditions:blockColoredLamp:2, Magenta Lamp
ActuallyAdditions:blockColoredLamp:3, Light Blue Lamp
ActuallyAdditions:blockColoredLamp:4, Yellow Lamp
ActuallyAdditions:blockColoredLamp:5, Lime Lamp
ActuallyAdditions:blockColoredLamp:6, Pink Lamp
ActuallyAdditions:blockColoredLamp:7, Gray Lamp
ActuallyAdditions:blockColoredLamp:8, Light Gray Lamp
ActuallyAdditions:blockColoredLamp:9, Cyan Lamp
ActuallyAdditions:blockColoredLamp:10, Purple Lamp
ActuallyAdditions:blockColoredLamp:11, Blue Lamp
ActuallyAdditions:blockColoredLamp:12, Brown Lamp
ActuallyAdditions:blockColoredLamp:13, Green Lamp
ActuallyAdditions:blockColoredLamp:14, Red Lamp
ActuallyAdditions:blockColoredLamp:15, Black Lamp
ActuallyAdditions:blockColoredLampOn:0, White Lamp (On)
ActuallyAdditions:blockColoredLampOn:1, Orange Lamp (On)
ActuallyAdditions:blockColoredLampOn:2, Magenta Lamp (On)
ActuallyAdditions:blockColoredLampOn:3, Light Blue Lamp (On)
ActuallyAdditions:blockColoredLampOn:4, Yellow Lamp (On)
ActuallyAdditions:blockColoredLampOn:5, Lime Lamp (On)
ActuallyAdditions:blockColoredLampOn:6, Pink Lamp (On)
ActuallyAdditions:blockColoredLampOn:7, Gray Lamp (On)
ActuallyAdditions:blockColoredLampOn:8, Light Gray Lamp (On)
ActuallyAdditions:blockColoredLampOn:9, Cyan Lamp (On)
ActuallyAdditions:blockColoredLampOn:10, Purple Lamp (On)
ActuallyAdditions:blockColoredLampOn:11, Blue Lamp (On)
ActuallyAdditions:blockColoredLampOn:12, Brown Lamp (On)
ActuallyAdditions:blockColoredLampOn:13, Green Lamp (On)
ActuallyAdditions:blockColoredLampOn:14, Red Lamp (On)
ActuallyAdditions:blockColoredLampOn:15, Black Lamp (On)
ActuallyAdditions:blockLampPowerer, Lamp Controller
ActuallyAdditions:blockTreasureChest, Treasure Chest
ActuallyAdditions:blockEnergizer, Energizer
ActuallyAdditions:blockEnervator, Enervator
ActuallyAdditions:blockLavaFactoryController, Lava Factory Controller
ActuallyAdditions:blockCanolaPress, Canola Press
ActuallyAdditions:blockPhantomface, Phantomface
ActuallyAdditions:blockPhantomPlacer, Phantom Placer
ActuallyAdditions:blockPhantomLiquiface, Phantom Liquiface
ActuallyAdditions:blockPhantomEnergyface, Phantom Energyface
ActuallyAdditions:blockPhantomBreaker, Phantom Breaker
ActuallyAdditions:blockCoalGenerator, Coal Generator
ActuallyAdditions:blockOilGenerator, Oil Generator
ActuallyAdditions:blockFermentingBarrel, Fermenting Barrel
ActuallyAdditions:blockRice, Rice Plant
ActuallyAdditions:blockCanola, Canola Plant
ActuallyAdditions:blockFlax, Flax Plant
ActuallyAdditions:blockCoffee, Coffee Plant
ActuallyAdditions:blockCompost, Compost
ActuallyAdditions:blockMisc:0, Pillar of Black Quartz
ActuallyAdditions:blockMisc:1, Chiseled Block of Black Quartz
ActuallyAdditions:blockMisc:2, Block of Black Quartz
ActuallyAdditions:blockMisc:3, Black Quartz Ore
ActuallyAdditions:blockMisc:4, Wood Casing
ActuallyAdditions:blockMisc:5, Block of Charcoal
ActuallyAdditions:blockMisc:6, Block of Enderpearl
ActuallyAdditions:blockMisc:7, Casing
ActuallyAdditions:blockMisc:8, Ender Casing
ActuallyAdditions:blockMisc:9, Iron Casing
ActuallyAdditions:blockFeeder, Automatic Feeder
ActuallyAdditions:blockGiantChest, Storage Crate
ActuallyAdditions:blockGrinder, Crusher
ActuallyAdditions:blockGrinderDouble, Double Crusher
ActuallyAdditions:blockFurnaceDouble, Double Furnace
ActuallyAdditions:blockInputter, ESD
ActuallyAdditions:blockInputterAdvanced, Advanced ESD
ActuallyAdditions:blockFishingNet, Fishing Net
ActuallyAdditions:blockFurnaceSolar, Solar Panel
ActuallyAdditions:blockHeatCollector, Heat Collector
ActuallyAdditions:blockItemRepairer, Item Repairer
ActuallyAdditions:blockGreenhouseGlass, Greenhouse Glass
ActuallyAdditions:blockBreaker, Auto-Breaker
ActuallyAdditions:blockPlacer, Auto-Placer
ActuallyAdditions:blockDropper, Automatic Precision Dropper
ActuallyAdditions:blockFluidPlacer, Fluid Placer
ActuallyAdditions:blockFluidCollector, Fluid Collector
ActuallyAdditions:blockCoffeeMachine, Coffee Machine
ActuallyAdditions:blockPhantomBooster, Phantom Booster
ActuallyAdditions:blockWild:0, Wild Canola
ActuallyAdditions:blockWild:1, Wild Flax
ActuallyAdditions:blockWild:2, Wild Rice
ActuallyAdditions:blockWild:3, Wild Coffee
ActuallyAdditions:blockQuartzWall, Black Quartz Wall
ActuallyAdditions:blockChiseledQuartzWall, Chiseled Black Quartz Wall
ActuallyAdditions:blockPillarQuartzWall, Black Quartz Pillar Wall
ActuallyAdditions:blockQuartzStair, Black Quartz Stairs
ActuallyAdditions:blockChiseledQuartzStair, Chiseled Black Quartz Stairs
ActuallyAdditions:blockPillarQuartzStair, Black Quartz Pillar Stairs
ActuallyAdditions:blockQuartzSlab, Black Quartz Slab
ActuallyAdditions:blockChiseledQuartzSlab, Chiseled Black Quartz Slab
ActuallyAdditions:blockPillarQuartzSlab, Black Quartz Pillar Slab
ActuallyAdditions:blockCanolaOil, Canola Oil
adventurebackpack:blockBackpack, blockAdventureBackpack.name
adventurebackpack:blockSleepingBag, blockSleepingBag.name
adventurebackpack:blockCampFire, blockCampFire.name
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
